nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
England,Female,31-40,8.9,8,10,10,6,10,8,10,"great hostel in a good location, very clean, only issues were no ac and internet was slow at times"
USA,MixedGroup,25-30,8.9,10,8,10,8,10,8,8,"for the price and location, this place was great. excellent staff. thank you"
Italy,MixedGroup,25-30,8.3,8,8,10,8,8,8,8,great location. clean. free breakfast and free wifi
England,Female,18-24,8.3,10,8,6,8,10,6,10,"the lady who served me at the desk was absolutely lovely, she called me by my actual name rather than not referring to me at all. really easy to find nice and close to union bus station, however there&#039;s not much around it and it&#039;s really quite loud at night. there&#039;s vending machines which are ridiculously cheap which is great, and the common room has all it needs it not over the top. for the price your paying the room is great. was really impressed with the receptionist customer service."
Scotland,Female,18-24,4,4,4,2,2,8,2,6,"too many dodgy people staying here, too scared to stay here on my own as a female traveller"
USA,Female,25-30,8.3,10,8,10,8,10,8,4,"i stayed for about a week while apartment hunting in denver. the location is fantastic--right on the 0 bus line and super close to museums, restaurants, monuments, parks and the price is fantastic. but you&#039;re definitely getting what you pay for. lots of traffic noise, no a/c, small rooms, minimal kitchen facilities."
USA,Couple,31-40,8.9,10,8,8,8,10,10,8,"great place to stay!! nice staff, very reasonable rate, lots of character in the room! a fridge, microwave, coffee maker and computer available for guests. i read some reviews about the broken locks but the lock on our door worked fine and i felt safe.  no ac but was comfortable with fan + windows. i would recommend parking in the lot behind the hostel instead of the street. we parked on the street overnight and our car got hit/dented."
USA,MixedGroup,41+,9.7,10,10,10,8,10,10,10,"the kitchen, with fridge, microwave, and toaster oven would be improved if there were a proper stove to cook on and some cooking utensils and table ware to share.   maps of denver would have been helpful too.  weather was pretty hot, rooms we occupied were also pretty warm but we had one small fan for two people.  we took turns using it during our stay, but two small fans or one large oscillating fan would have been nice.        i hope you will add a stove to cook on in the kitchen."
Spain,Male,31-40,4.3,2,6,8,2,4,6,2,"no shower available in the room although tit was supposed to be an ensuite beroom. the room was dirty, it did not have air conditioning only a noisy fan."
Brazil,Male,31-40,3.7,4,2,8,4,4,2,2,"i have visited the hostel a few days before my scheduled check in just to realize i could never stay there. the rooms were dirty, with carpets looking pretty old, with windows facing a busy street. i got into the room without having to open any door with a key. the lockers were big but the impression was that everything outside this cage could be lost anytime. i didn&#039;t feel safe and never checked in."
Canada,Male,18-24,6,2,8,8,4,10,4,6,"not good looking at all (must be the same equipment it had in the 80s), beds are just ok, but feels sketchy in general, didn&#039;t feel really safe..."
Germany,Male,31-40,8.6,8,10,10,6,10,8,8,"after the first night i switched from a dorm to a private ensuite room. there was nothing wrong with the dorm, i&#039;m just a spoiled geezer.  the staff was friendly and helpful while getting their software understand my extravagant upgrading desires.  the only thing i missed was more water pressure in the shower. but the employee who did my upgrade told me the room would only have a tub and no shower. so in that sense it exceeded my expectations. ;)"
France,Male,31-40,6.3,6,8,10,2,6,4,8,"rooms and shared restrooms/bathrooms are pretty clean. location is great, really closed to several museums (dam / colorado historic center/ ...)  and lots of food places.  rooms are not equipped with ac neither fans so it can get hot, moreover windows are not equipped with proper stores or curtains (at least in the room i got). you will be awake fairly early."
USA,Female,25-30,8,8,8,10,8,10,4,8,"the vibes were definitely sketchy, but the staff was top-rate."
USA,Female,25-30,8.6,10,8,8,8,10,8,8,the staff was very helpful and friendly. the rooms were clean and it was nice to have a place to store and cook food even if i had to walk down the hall for it. i also enjoyed this place because i felt a little like i was staying at an old time boarding house. the rows of rooms just gave me that idea.
USA,Male,31-40,8,10,6,10,6,10,8,6,"first off, long story short, but i booked online for the day after i arrived. so, terrible start there. and the hostel was completely booked for that evening. i could hear the hotel associate consistently telling prospective customers over the phone that they were booked. however, he was super cool and was able to accommodate me after waiting for about 15 minutes. trust me, i gladly waited. room is fine. they left the window open though after a day of rain so carpet was wet. wi-fi is in and out."
USA,Female,18-24,7.1,8,6,8,6,10,6,6,"hostel staff were very helpful and accommodating.  this was our first time ever staying in a hostel, and we definitely wouldn&#039;t mind staying here again! great location close downtown in denver. walking distance to several bars, restaurants, and stores."
Germany,Male,25-30,9.1,8,10,8,10,10,8,10,"all fine, affordable accommodation within walking distance to the convention center."
USA,Male,31-40,8,10,8,10,6,10,6,6,"overall a good experience with a few minor issues. the good: location was great for checking out broadway &amp; colfax areas for sure...the building is cool...the beds are fairly comfortable. the bad: it was really noisy in the mornings there, so light sleepers might have a rough time...and they had a routine spraying for bugs while we were in the room, which was really odd (and the spray smelled horrible too, so we cracked a window)."
Australia,Female,25-30,9.4,10,10,8,10,10,8,10,"i stayed for 5 nights in a 6-bed female dorm while attending a conference in downtown denver. it was my cheapest option by far. the place was clean and felt very secure. although not located in the nicest part of town, it is easy walking distance to downtown and the free shuttle down 16th street. the dorm was luxurious with two rooms including a tv, microwave and fridge. the bunkbeds were quite squeaky though, so bring along some ear plugs. staff were very welcoming. overall a really nice stay"
USA,Female,18-24,8.3,10,10,10,4,10,8,6,the hostel was very affordable. had a friendly and helpful staff. really good part of town too!
USA,Male,18-24,6,4,6,6,6,6,6,8,nothing special about this place. only chose it because it was cheapest in denver. pretty good location and easy to get to.  if the weather is good then you can walk north and find some good museums and bars. i have been to 19 countries and hostels all over the world and this was not on the good end. stay here for a cheap room but don&#039;t expect much!
USA,Female,18-24,8.3,8,8,10,6,10,8,8,better common room!
Scotland,Female,18-24,5.7,4,8,8,2,8,2,8,"no cooking facilities other than a microwave in the communal room. no kitchen utensils (not even knives and forks).  however sheets were clean, the wifi worked well, good location and the staff were friendly/helpful. i just missed being able to make meals as i&#039;m on a budget and also the place didn&#039;t have a backpacker feel so difficult to meet people. expensive for what you get but i would stay again as it was clean. "
