nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Australia,MixedGroup,18-24,8.6,10,10,4,8,10,10,8,"awesome place to stay! staff were very helpful, rooms were awesome i was expecting alot worse! the location is close to hollywood but hollywood isnt what its cracked upto be but thats not their fault!"
Poland,Female,25-30,10,10,10,10,10,10,10,10,"this was my second home! amazing people, perfect location, free breakfast, loved the place! great for solo backpackers!"
England,Female,25-30,8.3,8,8,8,8,10,10,6,"banana bungalow was fabulous for me, as a solo traveller. every night there was something to get involved with! i met amazing people from all over the world who i could spend my days exploring with."
Montenegro,Female,18-24,10,10,10,10,10,10,10,10,amzing place! love oscar :))
Australia,Male,31-40,6.6,8,6,8,6,6,6,6,walking distance to hollywood
England,Female,25-30,7.1,8,8,8,6,8,6,6,very noisy in the evenings. dorms arent cleaned til late afternoon. 
NewZealand,Couple,25-30,10,10,10,10,10,10,10,10,everything you could ask for in a hostel! all the staff were really friendly and tried to get everyone involved with hostel activities. room was really clean and shower was amazing!
USA,Male,41+,9.4,10,10,10,10,8,8,10,came to la for business. this was great location close to train. beds were comfortable. nice bathroom with hot shower.  comp breakfast was added bonus. $5.00 sunday dinner was great.
USA,Male,41+,9.4,10,10,10,10,8,8,10,hostel was conveniently located about 4 blocks from train. great value for the money. was able to get everywhere by public transportation. fair breakfeast and $5.00 sunday night dinner was great!  would have preferred for them to have quiet in courtyard with no music after 10pm. beds were comfortable and good bathroom facilities.
USA,MixedGroup,18-24,8.9,10,8,8,8,8,10,10,"we enjoyed our stay and the staff was pretty on top of things. seemed like there were lots of group activities, but nothing for under 21"
Jamaica,Female,18-24,8.9,8,8,10,10,8,10,8,"the shuttle from lax cost $14, it was 3:30am, i got service like it was 11am. it was absolutely perfect, i have zero complaints and will definitely book there again!!"
NewZealand,Female,18-24,10,10,10,10,10,10,10,10,"amazing value for money! central location. awesome facilities-basketball, foosball and pooltable. kitchen and bathroom in the rooms. free light breakfast and cheap nightly bar crawls and activities.  beds a little squeaky but apart from that, one of the best hostels i stayed in while in the states."
NewZealand,Female,18-24,9.1,10,10,8,10,6,10,10,"this was the second time i have stayed here. the rooms are big and clean, it is an easy place to meet people if you are travelling solo, the breakfast and the free taco nights are great and the live band / karaoke night is a lot of fun. "
USA,Male,25-30,9.4,10,10,8,10,10,10,8,"only stayed for one night, but it was friday and i joined for the night out in hollywood. had a blast and would definitely recommend as a party hostel."
Australia,Male,41+,8.9,10,8,8,8,10,10,8,had a good experience at the banana 
Australia,Female,25-30,9.4,8,10,10,10,10,10,8,had an amazing time here! great if you're looking for good nights life. it can be noisy when they have karaoke
Ireland,AllFemaleGroup,25-30,7.7,6,8,10,6,10,6,8,"we stayed here for one night on a lay over and a very quick day trip of la. the beds were quite squeaky, decent kitchen and ensuite though. the staff were lovely and so helpful and friendly. the highlight for us was the breakfast, after spending 5 months without decent cereal etc we were so excited when we saw cereal, yummy porridge, toast, nutella and peanut butter, heaven! 😄"
Brazil,Female,25-30,8.9,8,8,10,8,10,10,8,"i really liked this hostel. cozy place, nice staff! "
SouthAfrica,Female,18-24,10,10,10,10,10,10,10,10,i loved my stay here at the banana bungalow. the location is great. the staff were fun. the activities were cool too. breakfast was good. i would stay here again.
England,Female,31-40,7.4,6,8,10,6,8,8,6,"2nd time at this hostel, 1st time was ok but things seemed to have improved this time as hostel seemed cleaner &amp; more organised. great location on hollywood boulevard, good free breakfast, &amp; a comfy clean bed. happy with everything &amp; will return next time in la. thanks"
Australia,Female,18-24,9.4,8,10,10,10,8,10,10,"loved this hostel! helpful staff booked day tours, transfers etc. great breakfast. organised night activities were great for socialising! free alcohol and karaoke is always a win. would recommend"
Brazil,Male,25-30,7.1,6,8,6,6,6,8,10,staff sometimes was too preoccupate on having fun than hellping  one of the cleanest hostels ive ever been
Mexico,Male,18-24,9.4,10,10,8,10,10,10,8,"the staff here is amazing! people are so chill here, i was able to make so many new friends that sadly i have to say bye to,  i would definetly recommend this hostel to anyone who is traveling to la"
Australia,Male,31-40,7.7,6,8,10,8,6,8,8,"location was great, right near everything. events were decent. the reception staff apon arrival and departure were just plain rude. tip the bloke at the convenient store across the rd. hes a legend. he deals with all type of riff raff and still puts on a happy face."
Australia,Female,18-24,8.6,8,8,8,8,10,10,8,"absolutely loved my stay, the staff were so friendly, the facilities were great and it was so easy to meet new people there. location was perfect with lots of things easily walkable or by buses"
France,Couple,31-40,9.1,8,10,10,8,10,10,8,great hostel with friendly staff! the room was clean everyday what is good and the breakfast was little but enough. 
Australia,MixedGroup,18-24,9.4,10,10,10,8,10,10,8,"great hostel to stay and party! they organise events all week long and have great deals on dinner, drinks and entry into clubs. the pre drinking here was better than actually going out. rooms have own bathrooms &amp; kitchens too. "
Australia,Male,18-24,8.6,8,8,8,8,10,10,8,"fun hostel located in hollywood! would not recommend to anyone looking for peace and quiet, definitely high energy and party orientated. they have awesome events on most days and nights, perfect for anyone not wishing to stay in downtown la and who doesn't mind parties in the inner driveway/courtyard until late most nights."
USA,Female,18-24,9.1,10,10,8,8,10,10,8,it was a great stay and if you don't know anyone just participate of any activity they are cheap and you will meet lots of cool people.
Australia,Male,25-30,8.9,8,8,10,10,8,8,10,really good rooms. i had a kitchen and bathroom in my six bed mixed dorm. everyone is really friendly. i got there early and was able to leave my bag there until my room was available.
NewZealand,Female,18-24,8.6,10,8,8,8,8,10,8,"this is one of the most fun hostels i've stayed in - always a great, social vibe with events on every night and plenty of free/chesp drinks and food. the rooms were small but comfortable and it was good to have your own bathroom and kitchenette in each dorm."
Brazil,Female,31-40,7.7,8,10,10,8,6,10,2,"the hostel has great location, communicative staff and very helpful. all the staff are solicitous to serve you and make your ride the best. the perfect price. they give towel and clean and smelling bedding.  but the accommodation ...  it happened that in my room, there were many cheap (insects) i killed 3:01 friend killed another. it made me sick. i did not warn anyone, for she was leaving.  kind regards."
Australia,Female,18-24,7.7,10,8,8,8,6,8,6,"location is good but i felt a bit unsafe walking back to the hostel by myself in the dark. the rooms are okay, the fact they include their own bathroom and kitchen is a bonus. they're not the cleanest but its bearable. beds were decent, but make sure you ask for a blanket when you check in as they only give you sheets by default. there are lots of hostel activities that are often really cheap which was great. i went to disneyland on a tour organised for me by the hostel and it was fantastic."
